LocationAbbr,LocationDesc,Year,Intervention Area,Funding Type1,Funding Type2,Amount,Data_Value_Unit,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,DisplayOrder
CT,Connecticut,2007,Cessation Interventions,Per Capita,Lower,1.93,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
ND,North Dakota,2007,Administration and Management,Total (Millions),Recommended,0.4,$,"ND
(47.475319779, -100.118421049)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
WV,West Virginia,2007,Total Recommended Program Costs,Total (Millions),Recommended,27.8,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
NV,Nevada,2007,Cessation Interventions,Total (Millions),Upper,14.2,$,"NV
(39.49324039, -117.071840564)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
MS,Mississippi,2007,State and Community Interventions,Total (Millions),Upper,21.3,$,"MS
(32.745510099, -89.538030825)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
MD,Maryland,2007,Health Communication Interventions,Total (Millions),Lower,7.3,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
NC,North Carolina,2007,Total Recommended Program Costs,Total (Millions),Recommended,106.8,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
OR,Oregon,2007,Cessation Interventions,Per Capita,Recommended,3.41,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
GA,Georgia,2007,State and Community Interventions,Total (Millions),Upper,61.6,$,"GA
(32.839681093, -83.627580346)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
UT,Utah,2007,Total Recommended Program Costs,Per Capita,Lower,8.31,$,"UT
(39.360700171, -111.587130635)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
TX,Texas,2007,Surveillance and Evaluation,Per Capita,Lower,0.7,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
KY,Kentucky,2007,Cessation Interventions,Per Capita,Upper,7.2,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
AR,Arkansas,2007,Cessation Interventions,Per Capita,Upper,6.16,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
PA,Pennsylvania,2007,Surveillance and Evaluation,Total (Millions),Recommended,13.5,$,"PA
(40.793730152, -77.860700294)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
AZ,Arizona,2007,Health Communication Interventions,Total (Millions),Upper,24,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
OH,Ohio,2007,Total Recommended Program Costs,Per Capita,Recommended,12.64,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
ME,Maine,2007,Health Communication Interventions,Per Capita,Upper,3.9,$,"ME
(45.254228894001, -68.985031336)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
VA,Virginia,2007,State and Community Interventions,Per Capita,Lower,3.87,$,"VA
(37.542680674, -78.457890463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
AL,Alabama,2007,Surveillance and Evaluation,Per Capita,Recommended,1.07,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
FL,Florida,2007,Total Recommended Program Costs,Per Capita,Recommended,11.66,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MN,Minnesota,2007,Administration and Management,Total (Millions),Lower,1.9,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
RI,Rhode Island,2007,Cessation Interventions,Total (Millions),Recommended,3.8,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
CT,Connecticut,2007,Administration and Management,Per Capita,Upper,0.79,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
AR,Arkansas,2007,Total Recommended Program Costs,Total (Millions),Recommended,36.4,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
CO,Colorado,2007,Total Recommended Program Costs,Per Capita,Upper,17.85,$,"CO
(38.843840757, -106.133610921)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
FL,Florida,2007,Health Communication Interventions,Per Capita,Upper,3.9,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
HI,Hawaii,2007,Surveillance and Evaluation,Total (Millions),Recommended,1.3,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
NH,New Hampshire,2007,Administration and Management,Total (Millions),Recommended,0.8,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
UT,Utah,2007,State and Community Interventions,Total (Millions),Lower,11.6,$,"UT
(39.360700171, -111.587130635)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
ID,Idaho,2007,Surveillance and Evaluation,Per Capita,Recommended,1,$,"ID
(43.682630005, -114.363730042)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
MD,Maryland,2007,Cessation Interventions,Total (Millions),Lower,10.9,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
IA,Iowa,2007,Cessation Interventions,Total (Millions),Lower,6.4,$,"IA
(42.469400913, -93.816490556)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NY,New York,2007,Surveillance and Evaluation,Total (Millions),Recommended,22.1,$,"NY
(42.827001032, -75.543970427)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
MI,Michigan,2007,Health Communication Interventions,Per Capita,Upper,3.9,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
WY,Wyoming,2007,Surveillance and Evaluation,Total (Millions),Upper,1.1,$,"WY
(43.235541343, -108.109830353)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
MO,Missouri,2007,State and Community Interventions,Total (Millions),Recommended,28.9,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
WV,West Virginia,2007,State and Community Interventions,Per Capita,Recommended,5.74,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
DE,Delaware,2007,Cessation Interventions,Total (Millions),Upper,4.8,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NH,New Hampshire,2007,State and Community Interventions,Per Capita,Recommended,5.37,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
MO,Missouri,2007,State and Community Interventions,Per Capita,Upper,6.72,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
IN,Indiana,2007,State and Community Interventions,Total (Millions),Upper,42.4,$,"IN
(39.766910452, -86.149960194)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
TX,Texas,2007,Total Recommended Program Costs,Total (Millions),Upper,411.2,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
FL,Florida,2007,Health Communication Interventions,Total (Millions),Recommended,36.2,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MA,Massachusetts,2007,Total Recommended Program Costs,Total (Millions),Upper,114.5,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
WV,West Virginia,2007,Cessation Interventions,Total (Millions),Upper,12.5,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
SD,South Dakota,2007,Administration and Management,Per Capita,Lower,0.47,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
US,United States,2007,Health Communication Interventions,Total (Millions),Lower,389.4,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
DE,Delaware,2007,Administration and Management,Per Capita,Lower,0.47,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
AR,Arkansas,2007,Total Recommended Program Costs,Per Capita,Upper,19.87,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
OR,Oregon,2007,Health Communication Interventions,Per Capita,Lower,1.3,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
KY,Kentucky,2007,Total Recommended Program Costs,Per Capita,Recommended,13.59,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MS,Mississippi,2007,Health Communication Interventions,Total (Millions),Lower,3.8,$,"MS
(32.745510099, -89.538030825)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
AK,Alaska,2007,Administration and Management,Per Capita,Upper,1.04,$,"AK
(64.845079957001, -147.722059036)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
OH,Ohio,2007,Health Communication Interventions,Total (Millions),Lower,14.9,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
OK,Oklahoma,2007,Cessation Interventions,Per Capita,Recommended,4.18,$,"OK
(35.472031356, -97.521070214)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
IA,Iowa,2007,Health Communication Interventions,Total (Millions),Lower,3.9,$,"IA
(42.469400913, -93.816490556)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
VA,Virginia,2007,Cessation Interventions,Per Capita,Upper,5.11,$,"VA
(37.542680674, -78.457890463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NC,North Carolina,2007,Health Communication Interventions,Total (Millions),Upper,34.5,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MA,Massachusetts,2007,Cessation Interventions,Total (Millions),Recommended,21.5,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
WI,Wisconsin,2007,Total Recommended Program Costs,Total (Millions),Recommended,64.3,$,"WI
(44.393191174, -89.816370742)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MI,Michigan,2007,Health Communication Interventions,Total (Millions),Upper,39.4,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
